company,product,typename,gpu,opsys,inches,width,height,clock_speed,ram,disk_size,weight,ubm_effective_speed,price_euros
HP,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,Intel HD Graphics 520,No OS,15.6,1920,1080,2.0,4,500,2.1,4.2,349.0
Lenovo,IdeaPad 320-15IKBN,Notebook,Intel HD Graphics 620,No OS,15.6,1920,1080,2.5,8,256,2.2,4.54,549.0
Huawei,MateBook X,Ultrabook,Intel HD Graphics 620,Windows 10,13.0,2160,1440,2.7,8,512,1.05,4.54,1499.0
Dell,Inspiron 5370,Ultrabook,AMD Radeon 530,Windows 10,13.3,1920,1080,1.8,8,256,1.4,6.64,931.88
Lenovo,IdeaPad 320-17IKB,Notebook,Nvidia GeForce GTX 940MX,No OS,17.3,1600,900,2.5,8,1000,2.8,9.0,589.0
HP,Probook 440,Notebook,Nvidia GeForce 930MX,Windows 10,14.0,1920,1080,1.8,8,256,1.63,7.91,1031.0
Dell,Latitude 5490,Ultrabook,Intel UHD Graphics 620,Windows 10,14.0,1920,1080,1.6,8,256,1.6,4.8,1149.0
Dell,Inspiron 5379,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.8,16,512,1.62,4.8,1279.0
Dell,Inspiron 3576,Notebook,AMD Radeon 520,Linux,15.6,1920,1080,1.6,8,256,2.2,4.96,677.35
Lenovo,Yoga 520-14IKB,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,14.0,1920,1080,1.6,8,256,1.74,4.8,899.0
Toshiba,Portege Z30-C-16L,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,8,256,1.2,4.2,1363.0
HP,ProBook 450,Notebook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.6,8,1000,2.1,4.8,794.0
Dell,Alienware 17,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,16,1256,4.42,46.7,2456.34
Acer,Aspire E5-576G,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,8,256,2.2,8.62,832.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1920,1080,2.7,16,1000,2.3,21.2,859.01
Asus,K756UX-T4340T (i5-7200U/8GB/500GB,Notebook,Nvidia GeForce GTX 950M,Windows 10,17.3,1920,1080,2.5,8,256,2.69,14.0,891.0
Asus,Pro P2540UA-XO0198T,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.4,4,1000,2.37,4.54,398.99
Lenovo,Legion Y720-15IKB,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,16,1256,3.2,46.7,1499.0
Dell,Vostro 5468,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.6,4.54,859.0
Acer,Aspire R7,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.3,8,256,1.6,4.2,689.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Linux,15.6,1920,1080,2.7,16,256,2.36,21.2,899.0
Acer,Aspire A315-51,Notebook,Intel HD Graphics 520,Linux,15.6,1366,768,2.0,4,1000,2.1,4.2,390.0
Asus,ROG G703VI-E5062T,Gaming,Nvidia GeForce GTX 1080,Windows 10,17.3,1920,1080,2.9,32,1512,4.7,102.0,3890.0
Acer,Nitro AN515-51,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.5,25.7,846.0
Lenovo,IdeaPad 320-15ISK,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,8,128,2.2,4.2,589.0
Asus,VivoBook Pro,Notebook,Nvidia GeForce 150MX,Windows 10,17.3,1920,1080,1.8,8,1128,2.1,8.32,1145.0
Asus,F756UX-T4201D (i7-7500U/8GB/128GB,Notebook,Nvidia GeForce GTX 950M,No OS,17.3,1920,1080,2.7,8,1128,2.69,14.0,889.0
Dell,Inspiron 5577,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.56,25.7,879.0
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.9,1920,1080,2.7,8,256,1.38,4.54,1079.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,8,2128,2.2,6.64,985.0
HP,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,1000,2.04,4.54,559.0
Asus,Rog G701VIK-BA060T,Gaming,Nvidia GeForce GTX 1080,Windows 10,17.3,1920,1080,2.9,16,256,3.6,102.0,2999.0
HP,ProBook 430,Notebook,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,4,500,1.49,4.8,675.0
Apple,MacBook Pro,Ultrabook,Intel Iris Plus Graphics 650,macOS,13.3,2560,1600,3.1,8,512,1.37,8.55,2040.0
Dell,Inspiron 5579,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.8,8,1000,2.08,4.8,819.0
Asus,ROG G752VSK-GC493T,Gaming,Nvidia GeForce GTX 980M,Windows 10,17.3,1920,1080,2.8,16,1256,4.3,40.6,1799.0
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.9,1920,1080,1.8,8,512,1.37,4.8,1849.0
Acer,Aspire 5,Notebook,Nvidia GeForce MX130,Windows 10,17.3,1920,1080,2.7,4,256,3.0,8.96,702.0
Dell,Vostro 5370,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.6,8,256,1.41,4.8,949.0
HP,15-BW094nd (A6-9220/8GB/128GB/W10),Notebook,AMD Radeon R4 Graphics,Windows 10,15.6,1366,768,2.5,8,128,1.91,2.31,445.9
HP,Envy 17-U275cl,Notebook,Nvidia GeForce MX150,Windows 10,17.3,1920,1080,1.8,16,1000,2.9,13.7,1059.0
MSI,GT73EVR 7RE,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1512,4.14,79.7,2499.0
Lenovo,Yoga 720-15IKB,2 in 1 Convertible,Nvidia GeForce GTX 1050M,Windows 10,15.6,1920,1080,2.8,8,512,2.0,23.0,1699.0
Dell,Inspiron 5770,Notebook,AMD Radeon 530,Windows 10,17.3,1920,1080,1.8,8,1128,2.8,6.64,1142.0
Lenovo,IdeaPad 320-15ISK,Notebook,Intel HD Graphics 520,No OS,15.6,1920,1080,2.0,4,256,2.2,4.2,444.0
HP,ProBook 450,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,1.6,4,500,2.1,4.54,722.0
Dell,Vostro 3568,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,4,1000,2.18,4.54,657.0
Dell,Inspiron 5579,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.6,8,256,2.67,4.8,799.0
Asus,ZenBook Flip,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.8,8,512,1.1,4.8,1499.0
Lenovo,IdeaPad 320-15IKBN,Notebook,Intel HD Graphics 620,No OS,15.6,1920,1080,2.5,4,1000,2.2,4.54,467.0
HP,Probook 470,Notebook,Nvidia GeForce 930MX,Windows 10,17.3,1920,1080,1.8,8,1000,2.5,7.91,1018.0
Lenovo,V330-15IKB (i7-8550U/8GB/256GB/FHD/W10),Notebook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.8,8,256,2.05,4.8,880.0
Apple,MacBook Pro,Ultrabook,Intel Iris Graphics 550,macOS,13.3,2560,1600,2.9,8,512,1.37,9.18,1958.9
Asus,Rog Strix,Gaming,AMD Radeon RX 580,Windows 10,17.3,1920,1080,3.0,16,1256,3.2,51.6,1549.0
Dell,Inspiron 3576,Notebook,AMD Radeon 520,Linux,15.6,1920,1080,1.8,8,256,2.14,4.96,735.07
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,14.0,2560,1440,2.6,16,512,1.36,4.2,2499.0
Toshiba,Satellite Pro,Notebook,Nvidia GeForce 930M,Windows 10,15.6,1366,768,2.5,8,500,2.2,7.91,812.0
Dell,Inspiron 5567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.7,12,1000,2.3,4.54,713.07
Dell,Inspiron 5770,Notebook,AMD Radeon 530,Linux,17.3,1920,1080,1.8,8,1128,2.8,6.64,1099.0
Acer,Aspire A515-51G,Notebook,Nvidia GeForce MX130,Windows 10,15.6,1920,1080,1.8,8,1000,2.2,8.96,745.0
Lenovo,IdeaPad 320-17ISK,Notebook,Intel HD Graphics 520,Windows 10,17.3,1600,900,2.0,4,1000,2.8,4.2,489.0
Lenovo,IdeaPad 320-17IKBR,Notebook,Nvidia GeForce MX150,No OS,17.3,1920,1080,1.8,8,2000,2.8,13.7,849.0
Lenovo,IdeaPad 320-17IKB,Notebook,Nvidia GeForce 940MX,Windows 10,17.3,1600,900,2.7,6,1128,2.8,8.62,859.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,256,2.5,25.7,829.0
Lenovo,Ideapad 320-15IKBN,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,6,256,2.2,4.54,579.0
Acer,Aspire A517-51G,Notebook,Nvidia GeForce MX150,Windows 10,15.6,1920,1080,1.8,8,256,3.0,13.7,951.0
Acer,SP315-51 (i7-7500U/12GB/1TB/FHD/W10),Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,12,1000,2.15,4.54,659.0
Lenovo,Thinkpad T570,Notebook,Intel HD Graphics 630,Windows 10,15.6,1920,1080,2.7,8,256,1.95,5.08,1097.0
Asus,VivoBook S15,Ultrabook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,8,256,1.7,8.62,977.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,1256,2.5,29.3,1179.0
Lenovo,IdeaPad 320-15IKB,Notebook,Nvidia GeForce 940MX,No OS,15.6,1920,1080,2.7,8,1000,2.2,8.62,659.01
Acer,Chromebook C910-C2ST,Notebook,Intel HD Graphics,Chrome OS,15.6,1366,768,1.5,2,16,2.19,1.56,199.0
Asus,FX753VD-GC071T (i7-7700HQ/8GB/1TB/GeForce,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,8,1000,3.0,25.7,1187.0
HP,17-BS037cl (i3-6006U/8GB/1TB/W10),Notebook,Intel HD Graphics 520,Windows 10,17.3,1600,900,2.0,8,1000,2.54,4.2,489.0
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,256,2.0,25.7,1829.0
Lenovo,V330-15IKB (i5-8250U/8GB/256GB/FHD/W10),Notebook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.6,8,256,2.05,4.8,739.0
Lenovo,Legion Y720-15IKB,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,8,1000,3.2,46.7,1299.0
Acer,Aspire A715-71G,Notebook,Nvidia GeForce GTX 1050 Ti,Linux,15.6,1920,1080,2.8,8,256,2.5,29.3,979.0
Dell,Precision 7720,Workstation,Nvidia Quadro M1200,Windows 10,17.3,1920,1080,2.9,16,256,3.42,8.37,2884.86
Lenovo,IdeaPad 310-15ABR,Notebook,AMD Radeon R5 430,Windows 10,15.6,1920,1080,2.4,6,1000,2.4,26.1,499.0
Asus,ZenBook UX530UQ-PRO,Ultrabook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,16,512,1.63,8.62,1468.0
Asus,VivoBook S14,Notebook,Intel HD Graphics 620,Windows 10,14.0,1366,768,2.4,4,128,1.3,4.54,509.0
Asus,Rog GL702VS-GC095T,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1256,2.9,79.7,2122.0
Lenovo,IdeaPad 320-17IKB,Notebook,Nvidia GeForce GTX 940M,Windows 10,17.3,1600,900,2.5,6,1000,2.8,9.0,649.0
Lenovo,IdeaPad 320-15IKBN,Notebook,Nvidia GeForce 940MX,No OS,15.6,1366,768,2.5,8,2000,2.2,8.62,549.0
Asus,GL553VE-FY082T (i7-7700HQ/8GB/1TB,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,8,1128,2.5,29.3,1265.0
HP,EliteBook x360,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.8,16,256,1.28,4.54,1975.0
Toshiba,Satellite Pro,Notebook,Nvidia GeForce 930M,Windows 10,15.6,1920,1080,2.5,8,256,2.2,7.91,1043.0
Lenovo,IdeaPad 320-15IKB,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.5,8,1128,2.3,8.62,819.0
HP,250 G6,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,4,1000,1.86,4.2,469.0
Lenovo,IdeaPad 720S-13IKB,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.1,4.54,999.0
Dell,XPS 13,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,3840,2160,1.8,16,1000,1.21,4.8,2499.0
MSI,GE63VR 7RF,Gaming,Nvidia GeForce GTX 1070,Windows 10,15.6,1920,1080,2.8,16,1256,2.8,79.7,2099.0
Acer,ES1-523-84K7 (A8-7410/8GB/256GB/FHD/W10),Notebook,AMD Radeon R5,Windows 10,15.6,1920,1080,2.2,8,256,2.23,2.05,469.0
Asus,VivoBook Flip,2 in 1 Convertible,Intel HD Graphics 500,Windows 10,11.6,1366,768,1.1,2,32,1.1,3.44,275.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,8,1128,2.33,6.64,844.0
HP,Spectre x360,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,3840,2160,1.8,16,1000,1.29,4.8,2449.0
Lenovo,ThinkPad 13,Notebook,Intel HD Graphics 510,Chrome OS,13.3,1366,768,1.6,4,16,1.45,2.54,459.9
HP,ProBook 640,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.95,4.54,980.0
Acer,TravelMate B,Notebook,Intel HD Graphics 405,Windows 10,11.6,1366,768,1.6,4,128,1.4,2.1,485.0
HP,Elitebook 840,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,256,1.48,4.54,1292.0
Lenovo,IdeaPad 320-17IKB,Notebook,Nvidia GeForce 920MX,Windows 10,17.3,1600,900,2.5,4,1000,2.79,5.76,589.0
Asus,ZenBook UX410UA-GV183T,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,256,2.0,4.54,1094.0
HP,ProBook 450,Notebook,Intel UHD Graphics 620,Windows 10,15.6,1366,768,1.8,8,1000,2.1,4.8,902.0
Acer,Aspire 5,Notebook,AMD Radeon RX 540,Windows 10,15.6,1366,768,2.7,8,256,2.2,29.2,659.0
Lenovo,IdeaPad 120S-14IAP,Notebook,Intel HD Graphics 500,Windows 10,14.0,1366,768,1.1,4,32,1.44,3.44,292.0
Acer,Aspire E5-575,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,6,1000,2.23,4.54,549.0
Asus,VivoBook S15,Ultrabook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,2.7,8,256,1.7,8.62,1049.9
HP,Elitebook 820,Ultrabook,Intel HD Graphics 620,Windows 10,12.5,1920,1080,2.7,8,256,1.26,4.54,1335.0
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,3840,2160,2.8,32,1000,2.06,25.7,2639.0
MSI,GL72M 7REX,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,8,1256,2.7,29.3,1199.0
Toshiba,Satellite Pro,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,2.0,4.54,943.0
Asus,UX510UX-CN269T (i7-7500U/8GB/256GB,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,1256,2.0,4.54,1334.0
Lenovo,V310-15ISK (i3-6006U/4GB/1TB/FHD/W10),Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,4,1000,1.85,4.2,449.0
Asus,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.8,8,256,2.5,25.7,999.0
HP,EliteBook 840,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.6,8,256,1.48,4.54,1268.0
Dell,Inspiron 7570,Ultrabook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,1.6,8,1128,1.9,8.62,1049.0
HP,Elitebook 850,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,256,1.84,4.54,1144.0
Asus,X541NA (N3350/4GB/1TB/Linux),Notebook,Intel HD Graphics 500,Linux,15.6,1366,768,1.1,4,1000,2.0,3.44,274.99
Dell,Inspiron 7570,Notebook,Nvidia GeForce 940MX,Windows 10,15.6,1920,1080,1.6,8,256,2.0,8.62,1142.75
Dell,Inspiron 3552,Notebook,Intel HD Graphics,Linux,15.6,1366,768,1.6,4,500,2.2,1.56,274.9
Lenovo,IdeaPad 320-15ABR,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,3.6,12,2000,2.2,6.64,899.0
HP,ProBook 450,Notebook,Nvidia GeForce 930MX,Windows 10,15.6,1920,1080,2.4,8,1000,2.1,7.91,716.0
Lenovo,Yoga 920-13IKB,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.9,3840,2160,1.8,16,512,1.4,4.8,2099.0
Dell,XPS 13,Ultrabook,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.8,8,256,1.2,4.8,1579.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,15.6,1920,1080,2.8,16,2256,2.4,29.3,1129.0
HP,Stream 14-AX001nv,Notebook,Intel HD Graphics 400,Windows 10,14.0,1366,768,1.6,2,32,1.44,3.18,279.0
Dell,Latitude 5590,Ultrabook,Intel UHD Graphics 620,Windows 10,15.6,1920,1080,1.9,16,512,1.88,4.8,1607.96
Asus,VivoBook Flip,2 in 1 Convertible,Intel HD Graphics 500,Windows 10,11.6,1366,768,1.1,4,32,1.5,3.44,375.0
Dell,Inspiron 5570,Ultrabook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.6,8,1000,1.9,6.64,663.0
Dell,XPS 15,Notebook,Nvidia GeForce GTX 1050,Windows 10,15.6,3840,2160,2.8,16,512,2.06,25.7,2027.42
HP,Elitebook 850,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.7,8,256,1.84,4.54,1304.0
MSI,GP72MVR 7RFX,Gaming,Nvidia GeForce GTX 1060,Windows 10,17.3,1920,1080,2.8,8,1128,2.7,46.7,1409.0
HP,Zbook 15,Workstation,Nvidia Quadro M1200,Windows 10,15.6,1920,1080,2.8,8,256,2.6,8.37,1738.27
Toshiba,Tecra A50-C-21G,Notebook,Nvidia GeForce 930M,Windows 10,15.6,1920,1080,2.5,16,512,2.4,7.91,1403.0
Dell,Inspiron 5570,Notebook,AMD Radeon 530,Windows 10,15.6,1920,1080,1.8,8,2128,2.02,6.64,970.9
Lenovo,IdeaPad 320-15IAP,Notebook,Intel HD Graphics 500,No OS,15.6,1366,768,1.1,4,1000,2.2,3.44,321.99
Dell,Inspiron 7577,Gaming,Nvidia GeForce GTX 1050,Windows 10,15.6,1920,1080,2.5,8,1000,2.65,25.7,999.0
Dell,Inspiron 3567,Notebook,Intel HD Graphics 620,Windows 10,15.6,1366,768,2.5,8,2000,2.36,4.54,557.37
Dell,Latitude 7480,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.6,8,256,1.36,4.54,1427.0
HP,250 G6,Notebook,Intel HD Graphics 520,Windows 10,15.6,1366,768,2.0,4,500,1.86,4.2,439.0
Asus,Zenbook UX410UA-GV027T,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,2.0,4.54,945.0
Lenovo,IdeaPad 320-17IKB,Notebook,Nvidia GeForce GTX 940MX,Windows 10,17.3,1600,900,2.5,6,1128,2.8,9.0,719.0
HP,250 G6,Notebook,Intel HD Graphics 620,Windows 10,15.6,1920,1080,2.5,8,1000,1.86,4.54,639.0
HP,15-AY023na (N3710/8GB/2TB/W10),Notebook,Intel HD Graphics 405,Windows 10,15.6,1366,768,1.6,8,2000,2.04,2.1,389.0
Dell,Inspiron 5770,Notebook,AMD Radeon 530,Windows 10,17.3,1920,1080,1.6,8,1128,2.8,6.64,1085.0
Lenovo,Legion Y520-15IKBN,Gaming,Nvidia GeForce GTX 1050,No OS,15.6,1920,1080,2.5,8,1128,2.4,25.7,809.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Windows 10,15.6,1920,1080,2.7,8,256,2.33,21.2,899.0
HP,Elitebook 1040,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,256,1.36,4.54,1750.0
Asus,ZenBook Flip,2 in 1 Convertible,Nvidia GeForce GT 940MX,Windows 10,15.6,1920,1080,2.7,12,2512,2.26,57.7,1099.0
Acer,Aspire 3,Notebook,AMD Radeon R5,Windows 10,15.6,1366,768,3.0,4,128,2.1,2.05,426.0
Asus,Rog Strix,Gaming,AMD Radeon RX 580,Windows 10,17.3,1920,1080,3.0,16,1256,3.25,51.6,2199.0
Lenovo,IdeaPad 110-17ACL,Notebook,AMD Radeon R5,Windows 10,17.3,1600,900,2.2,4,128,2.6,2.05,489.0
Dell,Inspiron 5379,2 in 1 Convertible,Intel UHD Graphics 620,Windows 10,13.3,1920,1080,1.8,8,256,1.62,4.8,869.01
HP,15-bw003nv (A9-Series-9420/4GB/256GB/FHD/W10),Notebook,AMD Radeon R5,Windows 10,15.6,1920,1080,3.0,4,256,1.91,2.05,488.99
Lenovo,Yoga 11e,Netbook,Intel HD Graphics 500,Windows 10,11.6,1366,768,1.1,4,128,1.59,3.44,553.0
Dell,Inspiron 3552,Notebook,Intel HD Graphics 400,Windows 10,15.6,1366,768,1.6,4,500,1.8,3.18,309.0
Asus,VivoBook E403NA,Notebook,Intel HD Graphics 500,Windows 10,14.0,1366,768,1.1,4,32,1.5,3.44,286.0
Acer,Aspire 7,Notebook,Nvidia GeForce GTX 1050,Linux,15.6,1920,1080,2.8,8,1000,2.4,25.7,846.0
HP,Omen 17-w212nv,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,8,1128,3.35,25.7,1191.0
Lenovo,V310-15ISK (i3-6006U/4GB/128GB/FHD/No,Notebook,Intel HD Graphics 520,No OS,15.6,1920,1080,2.0,4,128,1.85,4.2,403.5
Asus,ROG Strix,Gaming,Nvidia GeForce GTX 1060,Windows 10,15.6,1920,1080,2.8,8,1128,2.3,46.7,1655.0
Lenovo,IdeaPad 720S-14IKB,Notebook,Nvidia GeForce 940MX,Windows 10,14.0,1920,1080,2.5,8,256,1.5,8.62,1099.0
Asus,Zenbook Flip,Ultrabook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.7,16,512,1.1,4.54,1748.9
Lenovo,Thinkpad X1,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,2560,1440,2.7,8,512,1.13,4.54,2282.0
Lenovo,Ideapad 510S-13IKB,Notebook,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.4,4,128,1.5,4.54,549.0
Dell,Precision 3510,Workstation,AMD FirePro W5130M,Windows 10,15.6,1920,1080,2.6,8,500,2.23,3.65,1369.0
Dell,Precision 5520,Workstation,Nvidia Quadro M1200,Windows 10,15.6,1920,1080,2.7,8,256,2.0,8.37,2135.0
Lenovo,ThinkPad X1,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,14.0,2560,1440,2.7,16,512,1.42,4.54,2509.0
Asus,Rog GL753VD-GC042T,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,8,1000,3.0,25.7,1039.0
Asus,Rog GL753VE-GC070T,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,16,1256,3.0,29.3,1591.0
Acer,Aspire 5,Notebook,Nvidia GeForce MX130,Windows 10,15.6,1366,768,1.6,12,1000,2.2,8.96,693.99
MSI,Leopard GP72M,Gaming,Nvidia GeForce GTX 1050 Ti,Windows 10,17.3,1920,1080,2.8,8,256,2.7,29.3,1349.0
Dell,Inspiron 5567,Notebook,AMD Radeon R7 M445,Linux,15.6,1920,1080,2.7,8,256,2.33,21.2,778.87
HP,15-BW004nv (A9-9420/4GB/256GB/Radeon,Ultrabook,AMD Radeon 520,Windows 10,15.6,1920,1080,3.0,4,256,1.91,4.96,499.0
Lenovo,ThinkPad E580,Notebook,AMD Radeon RX 550,Windows 10,15.6,1920,1080,1.8,8,256,2.1,14.1,1229.56
Lenovo,ThinkPad L470,Notebook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.5,8,256,1.9,4.54,938.0
Dell,Precision M5520,Workstation,Nvidia Quadro M1200,Windows 10,15.6,3840,2160,2.8,8,256,1.78,8.37,2712.0
Lenovo,Thinkpad X1,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,2560,1440,2.7,16,1000,1.13,4.54,2625.0
Lenovo,IdeaPad 320-15IAP,Notebook,Intel HD Graphics 500,Windows 10,15.6,1366,768,1.1,4,1000,2.2,3.44,306.0
Asus,FX753VD-GC461T (i7-7700HQ/16GB/1TB,Gaming,Nvidia GeForce GTX 1050,Windows 10,17.3,1920,1080,2.8,16,1256,2.9,25.7,1529.0
Lenovo,ThinkPad E580,Notebook,AMD Radeon RX 550,Windows 10,15.6,1920,1080,1.6,8,1256,2.1,14.1,1144.5
Acer,Aspire 7,Notebook,Nvidia GeForce GTX 1050,Linux,15.6,1920,1080,2.8,8,256,2.5,25.7,879.0
MSI,GE73VR 7RF,Gaming,Nvidia GeForce GTX 1070,Windows 10,17.3,1920,1080,2.8,16,1256,2.8,79.7,2249.0
Asus,Zenbook 3,Ultrabook,Intel HD Graphics 620,Windows 10,14.0,1920,1080,2.7,8,512,1.1,4.54,1873.0
Toshiba,Portege Z30-C-16P,Ultrabook,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,16,512,1.2,4.2,1747.0
Dell,Latitude 7480,Ultrabook,Intel HD Graphics,Windows 10,14.0,1920,1080,2.8,8,512,1.36,1.56,1680.0
Lenovo,IdeaPad 320-15ISK,Notebook,Intel HD Graphics 520,Windows 10,15.6,1920,1080,2.0,4,500,2.2,4.2,409.0
Lenovo,Lenovo IdeaPad,Notebook,Intel HD Graphics 500,Windows 10,11.6,1366,768,1.1,2,32,1.15,3.44,304.45
Lenovo,ThinkPad P51,Workstation,Nvidia Quadro M1200,Windows 10,15.6,1920,1080,2.8,8,512,2.67,8.37,1925.0
Lenovo,Thinkpad T470p,Ultrabook,Nvidia GeForce GT 940MX,Windows 10,14.0,2560,1440,2.8,8,512,1.7,57.7,1943.0
HP,15-BS028nv (i3-6006U/4GB/1TB/Radeon,Notebook,AMD Radeon 520,Windows 10,15.6,1920,1080,2.0,4,1000,2.1,4.96,469.0
Acer,Aspire R7,2 in 1 Convertible,Intel HD Graphics 520,Windows 10,13.3,1920,1080,2.5,8,256,1.6,4.2,789.01
Asus,ZenBook Flip,2 in 1 Convertible,Intel HD Graphics 620,Windows 10,13.3,1920,1080,2.5,8,256,1.27,4.54,928.0
